area_name,year,analysis
Sector 23,2021,"In 2021, only about 14% of Sector 23 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.3% more land was built on. | Sector 23 still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | In 2021, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2022,"In 2022, only about 14% of Sector 23 had buildings or roads on it — most of the area was still open land. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | Sector 23 still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | In 2022, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2023,"In 2023, around 16% of Sector 23 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 2.1% more land was built on. | Sector 23 still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2024,"In 2024, around 15% of Sector 23 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.3%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Sector 23 still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | In 2024, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2016,"In 2016, around 16% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | Almost no greenery left in Sector 24 by 2016 — it was essentially all concrete, roads, and buildings. | In 2016, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2017,"In 2017, around 18% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.2% more land was built on. | Green cover was getting thin in Sector 24 by 2017 — most natural land had been replaced by construction. | In 2017, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2018,"In 2018, around 21% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 3.2% more land got built on. That is a big change for a single year. | Green cover was getting thin in Sector 24 by 2018 — most natural land had been replaced by construction. | In 2018, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2019,"In 2019, around 20% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 1.1%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 24 by 2019 — most natural land had been replaced by construction. | In 2019, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2020,"In 2020, around 21% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 1.0% more land got covered. | Green cover was getting thin in Sector 24 by 2020 — most natural land had been replaced by construction. | In 2020, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2021,"In 2021, around 21% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2020 to 2021 — just 0.8% more land got covered. | There was a decent amount of greenery in Sector 24 in 2021 — still some trees and open patches, not fully built over. | In 2021, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2022,"In 2022, around 23% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.1% more land was built on. | There was a decent amount of greenery in Sector 24 in 2022 — still some trees and open patches, not fully built over. | In 2022, Sector 24 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 24,2023,"In 2023, around 24% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.9% more land was built on. | Green cover was getting thin in Sector 24 by 2023 — most natural land had been replaced by construction. | Night-time activity in Sector 24 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 24,2024,"In 2024, around 24% of Sector 24 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 24 by 2024 — most natural land had been replaced by construction. | Night-time activity in Sector 24 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 25,2016,"By 2016, more than half of Sector 25 was built up (49%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 25 by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 25 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
